"","eng","date","daily_cases","add"
"10209","Tameside","2020/7/25",1588,2
"10210","Tameside","2020/7/26",1589,1
"10211","Tameside","2020/7/27",1597,8
"10212","Tameside","2020/7/28",1606,9
"10213","Tameside","2020/7/29",1627,21
"10214","Tameside","2020/7/30",1643,16
"10215","Tameside","2020/7/31",1645,2
"10216","Tameside","2020/8/1",1649,4
"10217","Tameside","2020/8/2",1653,4
"10218","Tameside","2020/8/3",1669,16
"10219","Tameside","2020/8/4",1687,18
"10220","Tameside","2020/8/5",1700,13
"10221","Tameside","2020/8/6",1719,19
"10222","Tameside","2020/8/7",1728,9
"10223","Tameside","2020/8/8",1733,5
"10224","Tameside","2020/8/9",1739,6
"10225","Tameside","2020/8/10",1751,12
"10226","Tameside","2020/8/11",1764,13
"10227","Tameside","2020/8/12",1777,13
"10228","Tameside","2020/8/13",1786,9
"10229","Tameside","2020/8/14",1795,9
"10230","Tameside","2020/8/15",1800,5
"10231","Trafford","2020/3/14",13,NA
"10232","Trafford","2020/3/15",15,2
"10233","Trafford","2020/3/16",16,1
"10234","Trafford","2020/3/17",16,0
"10235","Trafford","2020/3/18",21,5
"10236","Trafford","2020/3/19",25,4
"10237","Trafford","2020/3/20",32,7
"10238","Trafford","2020/3/21",36,4
"10239","Trafford","2020/3/22",45,9
"10240","Trafford","2020/3/23",50,5
"10241","Trafford","2020/3/24",60,10
"10242","Trafford","2020/3/25",70,10
"10243","Trafford","2020/3/26",85,15
"10244","Trafford","2020/3/27",93,8
"10245","Trafford","2020/3/28",106,13
"10246","Trafford","2020/3/29",114,8
"10247","Trafford","2020/3/30",133,19
"10248","Trafford","2020/3/31",146,13
"10249","Trafford","2020/4/1",175,29
"10250","Trafford","2020/4/2",202,27
"10251","Trafford","2020/4/3",228,26
"10252","Trafford","2020/4/4",244,16
"10253","Trafford","2020/4/5",263,19
"10254","Trafford","2020/4/6",285,22
"10255","Trafford","2020/4/7",304,19
"10256","Trafford","2020/4/8",335,31
"10257","Trafford","2020/4/9",354,19
"10258","Trafford","2020/4/10",377,23
"10259","Trafford","2020/4/11",393,16
"10260","Trafford","2020/4/12",405,12
"10261","Trafford","2020/4/13",416,11
"10262","Trafford","2020/4/14",440,24
"10263","Trafford","2020/4/15",455,15
"10264","Trafford","2020/4/16",479,24
"10265","Trafford","2020/4/17",490,11
"10266","Trafford","2020/4/18",514,24
"10267","Trafford","2020/4/19",526,12
"10268","Trafford","2020/4/20",549,23
"10269","Trafford","2020/4/21",574,25
"10270","Trafford","2020/4/22",601,27
"10271","Trafford","2020/4/23",615,14
"10272","Trafford","2020/4/24",632,17
"10273","Trafford","2020/4/25",643,11
"10274","Trafford","2020/4/26",653,10
"10275","Trafford","2020/4/27",668,15
"10276","Trafford","2020/4/28",682,14
"10277","Trafford","2020/4/29",708,26
"10278","Trafford","2020/4/30",730,22
"10279","Trafford","2020/5/1",747,17
"10280","Trafford","2020/5/2",761,14
"10281","Trafford","2020/5/3",775,14
"10282","Trafford","2020/5/4",790,15
"10283","Trafford","2020/5/5",803,13
"10284","Trafford","2020/5/6",814,11
"10285","Trafford","2020/5/7",827,13
"10286","Trafford","2020/5/8",842,15
"10287","Trafford","2020/5/9",849,7
"10288","Trafford","2020/5/10",853,4
"10289","Trafford","2020/5/11",869,16
"10290","Trafford","2020/5/12",889,20
"10291","Trafford","2020/5/13",902,13
"10292","Trafford","2020/5/14",913,11
"10293","Trafford","2020/5/15",924,11
"10294","Trafford","2020/5/16",939,15
"10295","Trafford","2020/5/17",948,9
"10296","Trafford","2020/5/18",973,25
"10297","Trafford","2020/5/19",1006,33
"10298","Trafford","2020/5/20",1014,8
"10299","Trafford","2020/5/21",1022,8
"10300","Trafford","2020/5/22",1037,15
"10301","Trafford","2020/5/23",1043,6
"10302","Trafford","2020/5/24",1049,6
"10303","Trafford","2020/5/25",1058,9
"10304","Trafford","2020/5/26",1069,11
"10305","Trafford","2020/5/27",1077,8
"10306","Trafford","2020/5/28",1092,15
"10307","Trafford","2020/5/29",1101,9
"10308","Trafford","2020/5/30",1112,11
"10309","Trafford","2020/5/31",1120,8
"10310","Trafford","2020/6/1",1133,13
"10311","Trafford","2020/6/2",1143,10
"10312","Trafford","2020/6/3",1148,5
"10313","Trafford","2020/6/4",1152,4
"10314","Trafford","2020/6/5",1156,4
"10315","Trafford","2020/6/6",1158,2
"10316","Trafford","2020/6/7",1162,4
"10317","Trafford","2020/6/8",1168,6
"10318","Trafford","2020/6/9",1176,8
"10319","Trafford","2020/6/10",1184,8
"10320","Trafford","2020/6/11",1188,4
"10321","Trafford","2020/6/12",1194,6
"10322","Trafford","2020/6/13",1200,6
"10323","Trafford","2020/6/14",1202,2
"10324","Trafford","2020/6/15",1204,2
"10325","Trafford","2020/6/16",1209,5
"10326","Trafford","2020/6/17",1216,7
"10327","Trafford","2020/6/18",1220,4
"10328","Trafford","2020/6/19",1223,3
"10329","Trafford","2020/6/20",1226,3
"10330","Trafford","2020/6/21",1226,0
"10331","Trafford","2020/6/22",1229,3
"10332","Trafford","2020/6/23",1230,1
"10333","Trafford","2020/6/24",1232,2
"10334","Trafford","2020/6/25",1232,0
"10335","Trafford","2020/6/26",1232,0
"10336","Trafford","2020/6/27",1234,2
"10337","Trafford","2020/6/28",1235,1
"10338","Trafford","2020/6/29",1237,2
"10339","Trafford","2020/6/30",1240,3
"10340","Trafford","2020/7/1",1244,4
"10341","Trafford","2020/7/2",1245,1
"10342","Trafford","2020/7/3",1246,1
"10343","Trafford","2020/7/4",1248,2
"10344","Trafford","2020/7/5",1251,3
"10345","Trafford","2020/7/6",1253,2
"10346","Trafford","2020/7/7",1253,0
"10347","Trafford","2020/7/8",1256,3
"10348","Trafford","2020/7/9",1259,3
"10349","Trafford","2020/7/10",1263,4
"10350","Trafford","2020/7/11",1265,2
"10351","Trafford","2020/7/12",1265,0
"10352","Trafford","2020/7/13",1268,3
"10353","Trafford","2020/7/14",1271,3
"10354","Trafford","2020/7/15",1275,4
"10355","Trafford","2020/7/16",1279,4
"10356","Trafford","2020/7/17",1285,6
"10357","Trafford","2020/7/18",1286,1
"10358","Trafford","2020/7/19",1291,5
"10359","Trafford","2020/7/20",1304,13
"10360","Trafford","2020/7/21",1319,15
"10361","Trafford","2020/7/22",1337,18
"10362","Trafford","2020/7/23",1353,16
"10363","Trafford","2020/7/24",1364,11
"10364","Trafford","2020/7/25",1372,8
"10365","Trafford","2020/7/26",1383,11
"10366","Trafford","2020/7/27",1403,20
"10367","Trafford","2020/7/28",1415,12
"10368","Trafford","2020/7/29",1430,15
"10369","Trafford","2020/7/30",1445,15
"10370","Trafford","2020/7/31",1447,2
"10371","Trafford","2020/8/1",1452,5
"10372","Trafford","2020/8/2",1454,2
"10373","Trafford","2020/8/3",1467,13
"10374","Trafford","2020/8/4",1474,7
"10375","Trafford","2020/8/5",1484,10
"10376","Trafford","2020/8/6",1493,9
"10377","Trafford","2020/8/7",1500,7
"10378","Trafford","2020/8/8",1509,9
"10379","Trafford","2020/8/9",1513,4
"10380","Trafford","2020/8/10",1529,16
"10381","Trafford","2020/8/11",1535,6
"10382","Trafford","2020/8/12",1547,12
"10383","Trafford","2020/8/13",1558,11
"10384","Trafford","2020/8/14",1566,8
"10385","Trafford","2020/8/15",1571,5
"10386","Wakefield","2020/3/14",5,NA
"10387","Wakefield","2020/3/15",5,0
"10388","Wakefield","2020/3/16",5,0
"10389","Wakefield","2020/3/17",5,0
"10390","Wakefield","2020/3/18",9,4
"10391","Wakefield","2020/3/19",10,1
"10392","Wakefield","2020/3/20",12,2
"10393","Wakefield","2020/3/21",14,2
"10394","Wakefield","2020/3/22",19,5
"10395","Wakefield","2020/3/23",26,7
"10396","Wakefield","2020/3/24",33,7
"10397","Wakefield","2020/3/25",44,11
"10398","Wakefield","2020/3/26",58,14
"10399","Wakefield","2020/3/27",65,7
"10400","Wakefield","2020/3/28",78,13
"10401","Wakefield","2020/3/29",89,11
"10402","Wakefield","2020/3/30",100,11
"10403","Wakefield","2020/3/31",116,16
"10404","Wakefield","2020/4/1",133,17
"10405","Wakefield","2020/4/2",150,17
"10406","Wakefield","2020/4/3",178,28
"10407","Wakefield","2020/4/4",189,11
"10408","Wakefield","2020/4/5",210,21
"10409","Wakefield","2020/4/6",234,24
"10410","Wakefield","2020/4/7",257,23
"10411","Wakefield","2020/4/8",282,25
"10412","Wakefield","2020/4/9",295,13
"10413","Wakefield","2020/4/10",310,15
"10414","Wakefield","2020/4/11",318,8
"10415","Wakefield","2020/4/12",340,22
"10416","Wakefield","2020/4/13",357,17
"10417","Wakefield","2020/4/14",376,19
"10418","Wakefield","2020/4/15",407,31
"10419","Wakefield","2020/4/16",429,22
"10420","Wakefield","2020/4/17",445,16
"10421","Wakefield","2020/4/18",466,21
"10422","Wakefield","2020/4/19",488,22
"10423","Wakefield","2020/4/20",504,16
"10424","Wakefield","2020/4/21",521,17
"10425","Wakefield","2020/4/22",559,38
"10426","Wakefield","2020/4/23",574,15
"10427","Wakefield","2020/4/24",602,28
"10428","Wakefield","2020/4/25",621,19
"10429","Wakefield","2020/4/26",641,20
"10430","Wakefield","2020/4/27",677,36
"10431","Wakefield","2020/4/28",708,31
"10432","Wakefield","2020/4/29",742,34
"10433","Wakefield","2020/4/30",785,43
"10434","Wakefield","2020/5/1",808,23
"10435","Wakefield","2020/5/2",830,22
"10436","Wakefield","2020/5/3",853,23
"10437","Wakefield","2020/5/4",865,12
"10438","Wakefield","2020/5/5",902,37
"10439","Wakefield","2020/5/6",928,26
"10440","Wakefield","2020/5/7",965,37
"10441","Wakefield","2020/5/8",986,21
"10442","Wakefield","2020/5/9",1006,20
"10443","Wakefield","2020/5/10",1023,17
"10444","Wakefield","2020/5/11",1040,17
"10445","Wakefield","2020/5/12",1068,28
"10446","Wakefield","2020/5/13",1084,16
"10447","Wakefield","2020/5/14",1103,19
"10448","Wakefield","2020/5/15",1121,18
"10449","Wakefield","2020/5/16",1140,19
"10450","Wakefield","2020/5/17",1156,16
"10451","Wakefield","2020/5/18",1171,15
"10452","Wakefield","2020/5/19",1192,21
"10453","Wakefield","2020/5/20",1211,19
"10454","Wakefield","2020/5/21",1235,24
"10455","Wakefield","2020/5/22",1258,23
"10456","Wakefield","2020/5/23",1267,9
"10457","Wakefield","2020/5/24",1281,14
"10458","Wakefield","2020/5/25",1295,14
"10459","Wakefield","2020/5/26",1307,12
"10460","Wakefield","2020/5/27",1315,8
"10461","Wakefield","2020/5/28",1333,18
"10462","Wakefield","2020/5/29",1350,17
"10463","Wakefield","2020/5/30",1361,11
"10464","Wakefield","2020/5/31",1378,17
"10465","Wakefield","2020/6/1",1394,16
"10466","Wakefield","2020/6/2",1411,17
"10467","Wakefield","2020/6/3",1424,13
"10468","Wakefield","2020/6/4",1432,8
"10469","Wakefield","2020/6/5",1438,6
"10470","Wakefield","2020/6/6",1445,7
"10471","Wakefield","2020/6/7",1456,11
"10472","Wakefield","2020/6/8",1465,9
"10473","Wakefield","2020/6/9",1471,6
"10474","Wakefield","2020/6/10",1474,3
"10475","Wakefield","2020/6/11",1481,7
"10476","Wakefield","2020/6/12",1490,9
"10477","Wakefield","2020/6/13",1496,6
"10478","Wakefield","2020/6/14",1500,4
"10479","Wakefield","2020/6/15",1509,9
"10480","Wakefield","2020/6/16",1519,10
"10481","Wakefield","2020/6/17",1531,12
"10482","Wakefield","2020/6/18",1543,12
"10483","Wakefield","2020/6/19",1553,10
"10484","Wakefield","2020/6/20",1563,10
"10485","Wakefield","2020/6/21",1564,1
"10486","Wakefield","2020/6/22",1571,7
"10487","Wakefield","2020/6/23",1574,3
"10488","Wakefield","2020/6/24",1581,7
"10489","Wakefield","2020/6/25",1587,6
"10490","Wakefield","2020/6/26",1595,8
"10491","Wakefield","2020/6/27",1597,2
"10492","Wakefield","2020/6/28",1604,7
"10493","Wakefield","2020/6/29",1606,2
"10494","Wakefield","2020/6/30",1607,1
"10495","Wakefield","2020/7/1",1614,7
"10496","Wakefield","2020/7/2",1621,7
"10497","Wakefield","2020/7/3",1630,9
"10498","Wakefield","2020/7/4",1639,9
"10499","Wakefield","2020/7/5",1649,10
"10500","Wakefield","2020/7/6",1657,8
"10501","Wakefield","2020/7/7",1667,10
"10502","Wakefield","2020/7/8",1678,11
"10503","Wakefield","2020/7/9",1691,13
"10504","Wakefield","2020/7/10",1693,2
"10505","Wakefield","2020/7/11",1697,4
"10506","Wakefield","2020/7/12",1715,18
"10507","Wakefield","2020/7/13",1726,11
"10508","Wakefield","2020/7/14",1751,25
"10509","Wakefield","2020/7/15",1758,7
"10510","Wakefield","2020/7/16",1762,4
"10511","Wakefield","2020/7/17",1765,3
"10512","Wakefield","2020/7/18",1768,3
"10513","Wakefield","2020/7/19",1778,10
"10514","Wakefield","2020/7/20",1791,13
"10515","Wakefield","2020/7/21",1796,5
"10516","Wakefield","2020/7/22",1805,9
"10517","Wakefield","2020/7/23",1810,5
"10518","Wakefield","2020/7/24",1814,4
"10519","Wakefield","2020/7/25",1819,5
"10520","Wakefield","2020/7/26",1827,8
"10521","Wakefield","2020/7/27",1836,9
"10522","Wakefield","2020/7/28",1844,8
"10523","Wakefield","2020/7/29",1853,9
"10524","Wakefield","2020/7/30",1862,9
"10525","Wakefield","2020/7/31",1867,5
"10526","Wakefield","2020/8/1",1872,5
"10527","Wakefield","2020/8/2",1878,6
"10528","Wakefield","2020/8/3",1888,10
"10529","Wakefield","2020/8/4",1894,6
"10530","Wakefield","2020/8/5",1913,19
"10531","Wakefield","2020/8/6",1925,12
"10532","Wakefield","2020/8/7",1933,8
"10533","Wakefield","2020/8/8",1940,7
"10534","Wakefield","2020/8/9",1942,2
"10535","Wakefield","2020/8/10",1954,12
"10536","Wakefield","2020/8/11",1964,10
"10537","Wakefield","2020/8/12",1983,19
"10538","Wakefield","2020/8/13",2000,17
"10539","Wakefield","2020/8/14",2006,6
"10540","Wakefield","2020/8/15",2013,7
"10541","Walsall","2020/3/14",18,NA
"10542","Walsall","2020/3/15",22,4
"10543","Walsall","2020/3/16",23,1
"10544","Walsall","2020/3/17",27,4
"10545","Walsall","2020/3/18",32,5
"10546","Walsall","2020/3/19",40,8
"10547","Walsall","2020/3/20",49,9
"10548","Walsall","2020/3/21",61,12
"10549","Walsall","2020/3/22",71,10
"10550","Walsall","2020/3/23",90,19
"10551","Walsall","2020/3/24",106,16
"10552","Walsall","2020/3/25",122,16
"10553","Walsall","2020/3/26",141,19
"10554","Walsall","2020/3/27",162,21
"10555","Walsall","2020/3/28",194,32
"10556","Walsall","2020/3/29",215,21
"10557","Walsall","2020/3/30",242,27
"10558","Walsall","2020/3/31",271,29
"10559","Walsall","2020/4/1",307,36
"10560","Walsall","2020/4/2",355,48
"10561","Walsall","2020/4/3",382,27
"10562","Walsall","2020/4/4",408,26
"10563","Walsall","2020/4/5",426,18
"10564","Walsall","2020/4/6",459,33
"10565","Walsall","2020/4/7",491,32
"10566","Walsall","2020/4/8",505,14
"10567","Walsall","2020/4/9",538,33
"10568","Walsall","2020/4/10",556,18
"10569","Walsall","2020/4/11",565,9
"10570","Walsall","2020/4/12",578,13
"10571","Walsall","2020/4/13",598,20
"10572","Walsall","2020/4/14",618,20
"10573","Walsall","2020/4/15",641,23
"10574","Walsall","2020/4/16",673,32
"10575","Walsall","2020/4/17",707,34
"10576","Walsall","2020/4/18",731,24
"10577","Walsall","2020/4/19",745,14
"10578","Walsall","2020/4/20",781,36
"10579","Walsall","2020/4/21",822,41
"10580","Walsall","2020/4/22",855,33
"10581","Walsall","2020/4/23",882,27
"10582","Walsall","2020/4/24",932,50
"10583","Walsall","2020/4/25",961,29
"10584","Walsall","2020/4/26",987,26
"10585","Walsall","2020/4/27",1017,30
"10586","Walsall","2020/4/28",1056,39
"10587","Walsall","2020/4/29",1074,18
"10588","Walsall","2020/4/30",1103,29
"10589","Walsall","2020/5/1",1139,36
"10590","Walsall","2020/5/2",1147,8
"10591","Walsall","2020/5/3",1157,10
"10592","Walsall","2020/5/4",1162,5
"10593","Walsall","2020/5/5",1180,18
"10594","Walsall","2020/5/6",1187,7
"10595","Walsall","2020/5/7",1198,11
"10596","Walsall","2020/5/8",1212,14
"10597","Walsall","2020/5/9",1219,7
"10598","Walsall","2020/5/10",1228,9
"10599","Walsall","2020/5/11",1239,11
"10600","Walsall","2020/5/12",1252,13
"10601","Walsall","2020/5/13",1261,9
"10602","Walsall","2020/5/14",1271,10
"10603","Walsall","2020/5/15",1280,9
"10604","Walsall","2020/5/16",1284,4
"10605","Walsall","2020/5/17",1294,10
"10606","Walsall","2020/5/18",1301,7
"10607","Walsall","2020/5/19",1306,5
"10608","Walsall","2020/5/20",1318,12
"10609","Walsall","2020/5/21",1325,7
"10610","Walsall","2020/5/22",1332,7
"10611","Walsall","2020/5/23",1338,6
"10612","Walsall","2020/5/24",1340,2
"10613","Walsall","2020/5/25",1348,8
"10614","Walsall","2020/5/26",1354,6
"10615","Walsall","2020/5/27",1360,6
"10616","Walsall","2020/5/28",1366,6
"10617","Walsall","2020/5/29",1371,5
"10618","Walsall","2020/5/30",1374,3
"10619","Walsall","2020/5/31",1376,2
"10620","Walsall","2020/6/1",1384,8
"10621","Walsall","2020/6/2",1385,1
"10622","Walsall","2020/6/3",1389,4
"10623","Walsall","2020/6/4",1398,9
"10624","Walsall","2020/6/5",1398,0
"10625","Walsall","2020/6/6",1400,2
"10626","Walsall","2020/6/7",1402,2
"10627","Walsall","2020/6/8",1406,4
"10628","Walsall","2020/6/9",1408,2
"10629","Walsall","2020/6/10",1415,7
"10630","Walsall","2020/6/11",1416,1
"10631","Walsall","2020/6/12",1418,2
"10632","Walsall","2020/6/13",1421,3
"10633","Walsall","2020/6/14",1421,0
"10634","Walsall","2020/6/15",1426,5
"10635","Walsall","2020/6/16",1429,3
"10636","Walsall","2020/6/17",1430,1
"10637","Walsall","2020/6/18",1432,2
"10638","Walsall","2020/6/19",1432,0
"10639","Walsall","2020/6/20",1433,1
"10640","Walsall","2020/6/21",1434,1
"10641","Walsall","2020/6/22",1437,3
"10642","Walsall","2020/6/23",1437,0
"10643","Walsall","2020/6/24",1437,0
"10644","Walsall","2020/6/25",1442,5
"10645","Walsall","2020/6/26",1442,0
"10646","Walsall","2020/6/27",1442,0
"10647","Walsall","2020/6/28",1443,1
"10648","Walsall","2020/6/29",1447,4
"10649","Walsall","2020/6/30",1448,1
"10650","Walsall","2020/7/1",1451,3
"10651","Walsall","2020/7/2",1452,1
"10652","Walsall","2020/7/3",1454,2
"10653","Walsall","2020/7/4",1454,0
"10654","Walsall","2020/7/5",1455,1
"10655","Walsall","2020/7/6",1458,3
"10656","Walsall","2020/7/7",1460,2
"10657","Walsall","2020/7/8",1462,2
"10658","Walsall","2020/7/9",1466,4
"10659","Walsall","2020/7/10",1470,4
"10660","Walsall","2020/7/11",1477,7
"10661","Walsall","2020/7/12",1481,4
"10662","Walsall","2020/7/13",1491,10
"10663","Walsall","2020/7/14",1496,5
"10664","Walsall","2020/7/15",1501,5
"10665","Walsall","2020/7/16",1506,5
"10666","Walsall","2020/7/17",1508,2
"10667","Walsall","2020/7/18",1512,4
"10668","Walsall","2020/7/19",1514,2
"10669","Walsall","2020/7/20",1521,7
"10670","Walsall","2020/7/21",1524,3
"10671","Walsall","2020/7/22",1525,1
"10672","Walsall","2020/7/23",1529,4
"10673","Walsall","2020/7/24",1532,3
"10674","Walsall","2020/7/25",1535,3
"10675","Walsall","2020/7/26",1537,2
"10676","Walsall","2020/7/27",1544,7
"10677","Walsall","2020/7/28",1545,1
"10678","Walsall","2020/7/29",1549,4
"10679","Walsall","2020/7/30",1552,3
"10680","Walsall","2020/7/31",1558,6
"10681","Walsall","2020/8/1",1560,2
"10682","Walsall","2020/8/2",1562,2
"10683","Walsall","2020/8/3",1566,4
"10684","Walsall","2020/8/4",1570,4
"10685","Walsall","2020/8/5",1572,2
"10686","Walsall","2020/8/6",1576,4
"10687","Walsall","2020/8/7",1577,1
"10688","Walsall","2020/8/8",1577,0
"10689","Walsall","2020/8/9",1579,2
"10690","Walsall","2020/8/10",1588,9
"10691","Walsall","2020/8/11",1600,12
"10692","Walsall","2020/8/12",1609,9
"10693","Walsall","2020/8/13",1615,6
"10694","Walsall","2020/8/14",1622,7
"10695","Walsall","2020/8/15",1624,2
"10696","Warrington","2020/3/14",3,NA
"10697","Warrington","2020/3/15",4,1
"10698","Warrington","2020/3/16",4,0
"10699","Warrington","2020/3/17",4,0
"10700","Warrington","2020/3/18",4,0
"10701","Warrington","2020/3/19",6,2
"10702","Warrington","2020/3/20",7,1
"10703","Warrington","2020/3/21",8,1
"10704","Warrington","2020/3/22",10,2
"10705","Warrington","2020/3/23",15,5
"10706","Warrington","2020/3/24",18,3
"10707","Warrington","2020/3/25",19,1
"10708","Warrington","2020/3/26",22,3
"10709","Warrington","2020/3/27",32,10
"10710","Warrington","2020/3/28",40,8
"10711","Warrington","2020/3/29",50,10
"10712","Warrington","2020/3/30",68,18
"10713","Warrington","2020/3/31",87,19
"10714","Warrington","2020/4/1",104,17
"10715","Warrington","2020/4/2",129,25
"10716","Warrington","2020/4/3",145,16
"10717","Warrington","2020/4/4",161,16
"10718","Warrington","2020/4/5",184,23
"10719","Warrington","2020/4/6",218,34
"10720","Warrington","2020/4/7",249,31
"10721","Warrington","2020/4/8",287,38
"10722","Warrington","2020/4/9",309,22
"10723","Warrington","2020/4/10",337,28
"10724","Warrington","2020/4/11",354,17
"10725","Warrington","2020/4/12",361,7
"10726","Warrington","2020/4/13",379,18
"10727","Warrington","2020/4/14",408,29
"10728","Warrington","2020/4/15",429,21
"10729","Warrington","2020/4/16",467,38
"10730","Warrington","2020/4/17",480,13
"10731","Warrington","2020/4/18",523,43
"10732","Warrington","2020/4/19",545,22
"10733","Warrington","2020/4/20",572,27
"10734","Warrington","2020/4/21",604,32
"10735","Warrington","2020/4/22",641,37
"10736","Warrington","2020/4/23",677,36
"10737","Warrington","2020/4/24",702,25
"10738","Warrington","2020/4/25",720,18
"10739","Warrington","2020/4/26",735,15
"10740","Warrington","2020/4/27",757,22
"10741","Warrington","2020/4/28",788,31
"10742","Warrington","2020/4/29",810,22
"10743","Warrington","2020/4/30",847,37
"10744","Warrington","2020/5/1",874,27
"10745","Warrington","2020/5/2",881,7
"10746","Warrington","2020/5/3",893,12
"10747","Warrington","2020/5/4",912,19
"10748","Warrington","2020/5/5",924,12
"10749","Warrington","2020/5/6",945,21
"10750","Warrington","2020/5/7",957,12
"10751","Warrington","2020/5/8",967,10
"10752","Warrington","2020/5/9",980,13
"10753","Warrington","2020/5/10",990,10
"10754","Warrington","2020/5/11",1007,17
"10755","Warrington","2020/5/12",1027,20
"10756","Warrington","2020/5/13",1042,15
"10757","Warrington","2020/5/14",1052,10
"10758","Warrington","2020/5/15",1062,10
"10759","Warrington","2020/5/16",1073,11
"10760","Warrington","2020/5/17",1083,10
"10761","Warrington","2020/5/18",1094,11
"10762","Warrington","2020/5/19",1108,14
"10763","Warrington","2020/5/20",1114,6
"10764","Warrington","2020/5/21",1129,15
"10765","Warrington","2020/5/22",1134,5
"10766","Warrington","2020/5/23",1140,6
"10767","Warrington","2020/5/24",1145,5
"10768","Warrington","2020/5/25",1154,9
"10769","Warrington","2020/5/26",1160,6
"10770","Warrington","2020/5/27",1168,8
"10771","Warrington","2020/5/28",1179,11
"10772","Warrington","2020/5/29",1184,5
"10773","Warrington","2020/5/30",1185,1
"10774","Warrington","2020/5/31",1193,8
"10775","Warrington","2020/6/1",1199,6
"10776","Warrington","2020/6/2",1210,11
"10777","Warrington","2020/6/3",1217,7
"10778","Warrington","2020/6/4",1224,7
"10779","Warrington","2020/6/5",1237,13
"10780","Warrington","2020/6/6",1238,1
"10781","Warrington","2020/6/7",1243,5
"10782","Warrington","2020/6/8",1247,4
"10783","Warrington","2020/6/9",1253,6
"10784","Warrington","2020/6/10",1258,5
"10785","Warrington","2020/6/11",1265,7
"10786","Warrington","2020/6/12",1268,3
"10787","Warrington","2020/6/13",1271,3
"10788","Warrington","2020/6/14",1276,5
"10789","Warrington","2020/6/15",1277,1
"10790","Warrington","2020/6/16",1285,8
"10791","Warrington","2020/6/17",1287,2
"10792","Warrington","2020/6/18",1288,1
"10793","Warrington","2020/6/19",1293,5
"10794","Warrington","2020/6/20",1295,2
"10795","Warrington","2020/6/21",1295,0
"10796","Warrington","2020/6/22",1300,5
"10797","Warrington","2020/6/23",1302,2
"10798","Warrington","2020/6/24",1304,2
"10799","Warrington","2020/6/25",1305,1
"10800","Warrington","2020/6/26",1307,2
"10801","Warrington","2020/6/27",1307,0
"10802","Warrington","2020/6/28",1309,2
"10803","Warrington","2020/6/29",1309,0
"10804","Warrington","2020/6/30",1311,2
"10805","Warrington","2020/7/1",1314,3
"10806","Warrington","2020/7/2",1315,1
"10807","Warrington","2020/7/3",1315,0
"10808","Warrington","2020/7/4",1316,1
"10809","Warrington","2020/7/5",1317,1
"10810","Warrington","2020/7/6",1319,2
"10811","Warrington","2020/7/7",1320,1
"10812","Warrington","2020/7/8",1321,1
"10813","Warrington","2020/7/9",1322,1
"10814","Warrington","2020/7/10",1323,1
"10815","Warrington","2020/7/11",1324,1
"10816","Warrington","2020/7/12",1324,0
"10817","Warrington","2020/7/13",1326,2
"10818","Warrington","2020/7/14",1327,1
"10819","Warrington","2020/7/15",1329,2
"10820","Warrington","2020/7/16",1330,1
"10821","Warrington","2020/7/17",1332,2
"10822","Warrington","2020/7/18",1333,1
"10823","Warrington","2020/7/19",1334,1
"10824","Warrington","2020/7/20",1335,1
"10825","Warrington","2020/7/21",1338,3
"10826","Warrington","2020/7/22",1339,1
"10827","Warrington","2020/7/23",1339,0
"10828","Warrington","2020/7/24",1339,0
"10829","Warrington","2020/7/25",1340,1
"10830","Warrington","2020/7/26",1342,2
"10831","Warrington","2020/7/27",1342,0
"10832","Warrington","2020/7/28",1342,0
"10833","Warrington","2020/7/29",1343,1
"10834","Warrington","2020/7/30",1344,1
"10835","Warrington","2020/7/31",1345,1
"10836","Warrington","2020/8/1",1346,1
"10837","Warrington","2020/8/2",1347,1
"10838","Warrington","2020/8/3",1351,4
"10839","Warrington","2020/8/4",1356,5
"10840","Warrington","2020/8/5",1358,2
"10841","Warrington","2020/8/6",1364,6
"10842","Warrington","2020/8/7",1373,9
"10843","Warrington","2020/8/8",1380,7
"10844","Warrington","2020/8/9",1383,3
"10845","Warrington","2020/8/10",1387,4
"10846","Warrington","2020/8/11",1390,3
"10847","Warrington","2020/8/12",1392,2
"10848","Warrington","2020/8/13",1394,2
"10849","Warrington","2020/8/14",1395,1
"10850","Warrington","2020/8/15",1395,0
"10851","Wigan","2020/3/14",5,NA
"10852","Wigan","2020/3/15",6,1
"10853","Wigan","2020/3/16",6,0
"10854","Wigan","2020/3/17",7,1
"10855","Wigan","2020/3/18",9,2
"10856","Wigan","2020/3/19",9,0
"10857","Wigan","2020/3/20",10,1
"10858","Wigan","2020/3/21",14,4
"10859","Wigan","2020/3/22",16,2
"10860","Wigan","2020/3/23",19,3
"10861","Wigan","2020/3/24",25,6
"10862","Wigan","2020/3/25",31,6
"10863","Wigan","2020/3/26",46,15
"10864","Wigan","2020/3/27",59,13
"10865","Wigan","2020/3/28",67,8
"10866","Wigan","2020/3/29",81,14
"10867","Wigan","2020/3/30",100,19
"10868","Wigan","2020/3/31",124,24
"10869","Wigan","2020/4/1",137,13
"10870","Wigan","2020/4/2",161,24
"10871","Wigan","2020/4/3",185,24
"10872","Wigan","2020/4/4",199,14
"10873","Wigan","2020/4/5",221,22
"10874","Wigan","2020/4/6",244,23
"10875","Wigan","2020/4/7",277,33
"10876","Wigan","2020/4/8",304,27
"10877","Wigan","2020/4/9",335,31
"10878","Wigan","2020/4/10",359,24
